,,,,Time_Name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
,,,,Time,YR1950,YR1951,YR1952,YR1953,YR1954,YR1955,YR1956,YR1957,YR1958,YR1959,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024,YR2025,YR2026,YR2027,YR2028,YR2029,YR2030,YR2031,YR2032,YR2033,YR2034,YR2035,YR2036,YR2037,YR2038,YR2039,YR2040,YR2041,YR2042,YR2043,YR2044,YR2045,YR2046,YR2047,YR2048,YR2049,YR2050
Country,Country_Name,Series,Series_Name,SCALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNB,Guinea-Bissau,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186238,1200093,1213095,1234212,1255211,1275921,1296715,1317919,1339590,1361600,1383335,1404504,1426170,1448240,1470189,1492433,1514658,1536598,1558592,1580825,1603241,1626217,1649211,1672325,1695724,1719009,1742146
GNB,Guinea-Bissau,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015114,1049422,1084713,1111977,1139019,1165661,1192219,1218981,1245988,1273108,1299753,1325629,1351720,1377928,1403745,1429554,1455044,1479946,1504577,1529105,1553470,1578032,1602257,1626242,1650139,1673559,1696462
GNQ,Equatorial Guinea,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1892516,1938431,1984468,2030755,2077262,2123702,2170445,2218084,2267030,2315999,2364852,2414269,2463889,2513958,2564853,2615425,2665586,2715482,2764776,2813773,2862519,2911235,2959097,3005559,3051491,3097638,3143728
GNQ,Equatorial Guinea,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542066,550978,559913,568917,577992,587069,596260,605736,615616,625559,635537,645743,656090,666654,677542,688461,699398,710403,721398,732472,743649,754994,766303,777444,788650,800124,811799
GNQ,Equatorial Guinea,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350450,1387453,1424555,1461838,1499270,1536633,1574185,1612348,1651414,1690440,1729315,1768526,1807799,1847304,1887311,1926964,1966188,2005079,2043378,2081301,2118870,2156241,2192794,2228115,2262841,2297514,2331929
GRC,Greece,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10405134,10363537,10319461,10274825,10229374,10183627,10137718,10091357,10042956,9995699,9948433,9900251,9852628,9804477,9756191,9708483,9660546,9613000,9566489,9518894,9470033,9420976,9371026,9317221,9262867,9205666,9148509
GRC,Greece,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2185413,2153065,2119810,2086059,2051769,2017054,1981948,1946400,1910117,1873718,1836987,1799764,1762326,1724483,1686313,1647945,1609245,1570321,1531280,1491785,1451824,1411578,1370953,1329543,1287855,1245594,1203178
GRC,Greece,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8219721,8210472,8199651,8188766,8177605,8166573,8155770,8144957,8132839,8121981,8111446,8100487,8090302,8079994,8069878,8060538,8051301,8042679,8035209,8027109,8018209,8009398,8000073,7987678,7975012,7960072,7945331
GRD,Grenada,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117207,117303,117362,117397,117424,117445,117466,117472,117452,117406,117335,117244,117135,117001,116867,116702,116493,116264,116013,115732,115439,115123,114772,114404,114031,113647,113243
GRD,Grenada,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74353,74287,74189,74068,73933,73786,73631,73458,73261,73041,72797,72534,72253,71950,71639,71304,70935,70548,70143,69713,69272,68811,68326,67825,67318,66800,66267
GRD,Grenada,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42854,43016,43173,43329,43491,43659,43835,44014,44191,44365,44538,44710,44882,45051,45228,45398,45558,45716,45870,46019,46167,46312,46446,46579,46713,46847,46976
GRL,Greenland,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56836,56739,56621,56488,56354,56202,56032,55857,55656,55435,55207,54963,54707,54440,54168,53896,53611,53326,53047,52762,52470,52180,51895,51608,51321,51049,50788
GRL,Greenland,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6639,6483,6327,6171,6016,5863,5709,5558,5407,5257,5109,4963,4819,4678,4540,4405,4273,4145,4022,3901,3784,3672,3564,3459,3359,3265,3175
GRL,Greenland,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50197,50256,50294,50317,50338,50339,50323,50299,50249,50178,50098,50000,49888,49762,49628,49491,49338,49181,49025,48861,48686,48508,48331,48149,47962,47784,47613
GTM,Guatemala,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18406359,18687881,18967978,19246007,19521505,19795179,20067253,20337379,20605384,20871089,21134173,21394237,21650343,21901961,22149207,22391085,22626870,22856764,23080844,23299240,23512018,23719089,23920455,24115740,24305650,24491014,24670857
GTM,Guatemala,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8107136,8167127,8225387,8281756,8336158,8389025,8440580,8490805,8539764,8587522,8634092,8679461,8723405,8765877,8807092,8846826,8884974,8921797,8957508,8992337,9026489,9060110,9093379,9126329,9159407,9193094,9227203
GTM,Guatemala,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10299223,10520754,10742591,10964251,11185347,11406154,11626673,11846574,12065620,12283567,12500081,12714776,12926938,13136084,13342115,13544259,13741896,13934967,14123336,14306903,14485529,14658979,14827076,14989411,15146243,15297920,15443654
GUM,Guam,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167777,168999,170185,171339,172462,173563,174635,175677,176683,177636,178553,179440,180303,181142,181964,182791,183620,184432,185237,186041,186851,187681,188478,189239,189987,190727,191458
GUM,Guam,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9777,9769,9741,9695,9631,9549,9448,9330,9193,9038,8865,8675,8468,8245,8006,7753,7485,7203,6906,6595,6271,5934,5583,5218,4841,4451,4049
GUM,Guam,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158000,159230,160444,161644,162831,164014,165187,166347,167490,168598,169688,170765,171835,172897,173958,175038,176135,177229,178331,179446,180580,181747,182895,184021,185146,186276,187409
GUY,Guyana,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831087,835986,840890,846019,851158,856044,861038,866081,871235,876346,881224,885936,890330,894655,899019,903321,907506,911727,915813,919585,923121,926353,929480,932486,935333,938066,940607
GUY,Guyana,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611034,614522,618002,621638,625270,628704,632208,635735,639333,642888,646260,649499,652492,655424,658372,661262,664055,666863,669559,672013,674283,676319,678267,680114,681833,683458,684930
GUY,Guyana,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220053,221464,222888,224381,225888,227340,228830,230346,231902,233458,234964,236437,237838,239231,240647,242059,243451,244864,246254,247572,248838,250034,251213,252372,253500,254608,255677
HKG,"Hong Kong SAR, China",SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7524100,7522034,7487520,7472850,7424534,7392736,7352067,7305186,7265807,7222222,7185337,7113596,7054856,7019227,6947648,6910770,6841257,6770193,6688811,6625208,6556007,6480659,6402965,6301308,6223085,6134954,6054473
HKG,"Hong Kong SAR, China",SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HKG,"Hong Kong SAR, China",SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7524100,7522034,7487520,7472850,7424534,7392736,7352067,7305186,7265807,7222222,7185337,7113596,7054856,7019227,6947648,6910770,6841257,6770193,6688811,6625208,6556007,6480659,6402965,6301308,6223085,6134954,6054473
HND,Honduras,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10825703,11005850,11184760,11362234,11538362,11712877,11885319,12055531,12223561,12389378,12552864,12714114,12873077,13029493,13183530,13335257,13484653,13631912,13776958,13919667,14060021,14197946,14333282,14465845,14595537,14722480,14846779
HND,Honduras,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4461806,4484696,4506017,4525767,4544061,4560875,4576117,4589821,4602099,4613036,4622685,4631180,4638600,4644952,4650399,4655066,4659047,4662510,4665529,4668163,4670509,4672645,4674622,4676484,4678306,4680233,4682406
HND,Honduras,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6363897,6521154,6678743,6836467,6994301,7152002,7309202,7465710,7621462,7776342,7930179,8082934,8234477,8384541,8533131,8680191,8825606,8969402,9111429,9251504,9389512,9525301,9658660,9789361,9917231,10042247,10164373
HRV,Croatia,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3866200,3840326,3815679,3791647,3768660,3744889,3721149,3696308,3671808,3647570,3623130,3599466,3575270,3550009,3524774,3499655,3474467,3448954,3423527,3398156,3372362,3346947,3321846,3296318,3270901,3245563,3220129
HRV,Croatia,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642520,1620062,1597300,1573996,1550352,1525638,1500222,1473681,1446625,1419049,1390798,1362273,1333000,1302821,1272174,1241120,1209617,1177606,1145258,1112587,1079464,1046175,1012716,978886,944873,910690,876313
HRV,Croatia,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2223680,2220264,2218379,2217651,2218308,2219251,2220927,2222627,2225183,2228521,2232332,2237193,2242270,2247188,2252600,2258535,2264850,2271348,2278269,2285569,2292898,2300772,2309130,2317432,2326028,2334873,2343816
HTI,Haiti,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11772557,11906095,12037506,12167807,12297294,12425439,12552359,12677984,12802210,12924879,13045808,13165000,13282409,13398066,13512128,13624115,13733853,13841978,13948324,14052355,14153899,14252967,14349606,14443735,14535454,14624498,14710862
HTI,Haiti,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5293264,5284534,5274572,5263939,5252866,5241230,5229192,5216831,5204216,5191399,5178424,5165411,5152462,5139711,5127337,5115280,5103600,5092656,5082507,5073080,5064440,5056716,5050050,5044537,5040335,5037483,5036073
HTI,Haiti,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6479293,6621561,6762934,6903868,7044428,7184209,7323167,7461153,7597994,7733480,7867384,7999589,8129947,8258355,8384791,8508835,8630253,8749322,8865817,8979275,9089459,9196251,9299556,9399198,9495119,9587015,9674789
HUN,Hungary,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9562065,9501052,9468968,9436617,9402745,9366862,9329848,9291971,9253229,9214048,9174276,9134140,9094435,9054263,9015336,8976666,8939447,8903746,8869401,8836912,8805309,8774011,8743265,8712724,8682529,8651882,8621298
HUN,Hungary,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2821591,2784408,2755476,2726166,2696109,2665162,2633575,2601421,2568693,2535505,2501807,2467656,2433259,2398364,2363416,2328140,2292830,2257483,2222037,2186594,2150891,2114772,2078282,2041328,2003931,1965898,1927340
HUN,Hungary,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6740474,6716644,6713492,6710451,6706636,6701700,6696273,6690550,6684536,6678543,6672469,6666484,6661176,6655899,6651920,6648526,6646617,6646263,6647364,6650318,6654418,6659239,6664983,6671396,6678598,6685984,6693958
IDN,Indonesia,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283487931,285721236,287886782,289986522,292016779,293978109,295876648,297719748,299510661,301250985,302938573,304566622,306135098,307646417,309096448,310481120,311797395,313041661,314211282,315304312,316318416,317249613,318096573,318862019,319554653,320173250,320712949
IDN,Indonesia,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116936040,116023090,115027711,113950373,112789330,111544549,110218079,108812255,107327751,105764575,104121414,102395468,100586383,98694615,96718522,94656637,92507964,90271480,87946599,85533059,83030617,80438756,77757810,74989185,72135609,69197399,66174200
IDN,Indonesia,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166551891,169698146,172859071,176036149,179227449,182433560,185658569,188907493,192182910,195486410,198817159,202171154,205548715,208951802,212377926,215824483,219289431,222770181,226264683,229771253,233287799,236810857,240338763,243872834,247419044,250975851,254538749
IMN,Isle of Man,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84160,84118,84055,83963,83852,83727,83590,83439,83273,83104,82916,82707,82478,82241,82001,81750,81498,81225,80909,80578,80230,79875,79531,79174,78799,78401,77971
IMN,Isle of Man,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40259,40262,40262,40254,40242,40231,40219,40207,40194,40185,40173,40156,40135,40116,40100,40085,40074,40058,40026,39991,39952,39914,39885,39855,39820,39776,39721
IMN,Isle of Man,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43901,43856,43793,43709,43610,43496,43371,43232,43079,42919,42743,42551,42343,42125,41901,41665,41424,41167,40883,40587,40278,39961,39646,39319,38979,38625,38250
IND,India,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450935791,1463865525,1476625576,1489164674,1501432739,1513423731,1525138844,1536540602,1547607124,1558324080,1568688353,1578694796,1588325359,1597537007,1606300648,1614639241,1622580039,1630119369,1637235357,1643915269,1650186612,1656067583,1661548391,1666628147,1671309726,1675619894,1679589259
IND,India,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937610709,941424277,945063409,948497810,951698574,954665191,957401758,959888199,962114580,964075893,965774197,967210327,968377301,969253176,969824916,970111080,970132497,969891253,969378677,968591707,967550994,966271412,964751345,962994406,961006345,958806548,956416056
IND,India,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513325082,522441248,531562167,540666864,549734165,558758540,567737086,576652403,585492544,594248187,602914156,611484469,619948058,628283831,636475732,644528161,652447542,660228116,667856680,675323562,682635618,689796171,696797046,703633741,710303381,716813346,723173203
IRL,Ireland,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5395790,5446237,5492480,5536426,5577772,5615496,5649987,5683328,5715384,5745047,5773094,5798773,5824394,5850025,5874710,5897073,5920035,5941947,5960741,5977847,5994363,6008791,6020372,6031377,6041902,6049389,6054025
IRL,Ireland,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1923759,1928644,1931326,1932486,1932022,1929587,1925332,1919974,1913466,1905438,1896158,1885383,1873871,1861632,1848354,1833608,1818307,1801935,1783872,1764571,1744361,1722813,1699729,1675772,1650967,1624628,1596841
IRL,Ireland,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3472031,3517593,3561154,3603940,3645750,3685909,3724655,3763354,3801918,3839609,3876936,3913390,3950523,3988393,4026356,4063465,4101728,4140012,4176869,4213276,4250002,4285978,4320643,4355605,4390935,4424761,4457184
IRN,"Iran, Islamic Rep.",SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91567738,92417681,93168497,93838645,94440023,94985098,95486667,95960728,96415461,96850652,97271049,97679252,98075326,98458806,98828319,99182803,99524277,99853718,100167076,100462092,100737592,100990613,101219689,101424012,101601929,101748542,101861993
IRN,"Iran, Islamic Rep.",SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21042151,20908435,20745558,20558520,20350647,20125218,19885403,19634845,19375381,19107078,18830964,18547588,18256993,17959120,17653758,17340770,17020563,16693340,16358468,16015665,15664851,15305699,14938152,14562271,14178018,13784945,13383090
IRN,"Iran, Islamic Rep.",SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70525587,71509246,72422939,73280125,74089376,74859880,75601264,76325883,77040080,77743574,78440085,79131664,79818333,80499686,81174561,81842033,82503714,83160378,83808608,84446427,85072741,85684914,86281537,86861741,87423911,87963597,88478903
IRQ,Iraq,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46042015,47020774,48007437,48987423,49960948,50943329,51937208,52934370,53953390,54985129,56012640,57035914,58071736,59109253,60132231,61174676,62223211,63249166,64260843,65256997,66237769,67204177,68150061,69098085,70050118,70999568,71928750
IRQ,Iraq,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13865024,14134598,14388443,14621200,14831983,15024378,15198140,15349835,15483794,15596242,15681309,15738052,15770105,15773421,15742747,15686061,15598720,15472631,15309235,15107591,14867135,14587530,14266936,13909550,13514842,13080659,12603141
IRQ,Iraq,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32176991,32886176,33618994,34366223,35128965,35918951,36739068,37584535,38469596,39388887,40331331,41297862,42301631,43335832,44389484,45488615,46624491,47776535,48951608,50149406,51370634,52616647,53883125,55188535,56535276,57918909,59325609
ISL,Iceland,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386506,390810,394370,397573,400480,402938,405199,407192,408928,410517,411916,413297,414545,415642,416645,417544,418311,418942,419554,420168,420582,420789,420989,421099,421198,421281,421294
ISL,Iceland,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22487,22597,22643,22647,22611,22527,22409,22252,22058,21833,21573,21289,20973,20625,20248,19842,19404,18935,18440,17920,17366,16779,16167,15526,14860,14168,13448
ISL,Iceland,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364019,368213,371727,374926,377869,380411,382790,384940,386870,388684,390343,392008,393572,395017,396397,397702,398907,400007,401114,402248,403216,404010,404822,405573,406338,407113,407846
ISR,Israel,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9974400,10110474,10247303,10383727,10520570,10655717,10795123,10936222,11073161,11210555,11349955,11493199,11634043,11781943,11932307,12085849,12238294,12393211,12551911,12710288,12871003,13026514,13184297,13338818,13493519,13651913,13810846
ISR,Israel,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844214,851473,857176,861196,863577,864123,863296,860858,856332,850069,842169,832741,821313,808538,794058,777894,759754,739850,718238,694661,669258,641641,612202,580688,547273,512100,475028
ISR,Israel,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9130186,9259001,9390127,9522531,9656993,9791594,9931827,10075364,10216829,10360486,10507786,10660458,10812730,10973405,11138249,11307955,11478540,11653361,11833673,12015627,12201745,12384873,12572095,12758130,12946246,13139813,13335818
ITA,Italy,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58952704,58728496,58480376,58221096,57963760,57703892,57429372,57150136,56882368,56611432,56333508,56052436,55774368,55488392,55201344,54901392,54601860,54300568,53983724,53646388,53311216,52961152,52602352,52224948,51843868,51448940,51041312
ITA,Italy,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17918820,17805974,17680136,17545246,17405309,17259020,17102819,16939754,16769162,16631491,16520289,16408896,16300786,16192695,16086555,15978849,15873393,15769482,15663043,15552587,15444617,15334123,15222821,15107788,14993275,14876261,14757096
